client_id	path	sentence	age	gender	accents	duration
16737s	common_voice_en_19771181.mp3	However, Hispanic or Latino people can have any ancestry.	senior	female_feminine	Australian English	5.568
16737s	common_voice_en_19793898.mp3	The program comes in two segments.	senior	female_feminine	Australian English	4.872
16737s	common_voice_en_19793899.mp3	"It is also a take off of the famous song ""Knees Up Mother Brown""."	senior	female_feminine	Australian English	6.456
16737s	common_voice_en_19793900.mp3	Shidaka Lake is located above sea level.	senior	female_feminine	Australian English	5.064
16737s	common_voice_en_19793901.mp3	Joseph Lowery's People's Agenda alleged the charges were racially motivated.	senior	female_feminine	Australian English	6.936
16737s	common_voice_en_19793902.mp3	The purchase was orchestrated by Bain Capital under the direction of Mitt Romney.	senior	female_feminine	Australian English	6.744
16737s	common_voice_en_19793903.mp3	"Snow is considered a classic ""nakige"" game."	senior	female_feminine	Australian English	6.864
16737s	common_voice_en_19793904.mp3	The planning is underway for this project.	senior	female_feminine	Australian English	4.464
16737s	common_voice_en_19793905.mp3	Statistics for winners of each race.	senior	female_feminine	Australian English	3.96
16737s	common_voice_en_19793906.mp3	Since then, the area has been a center of industrial and shipping activity.	senior	female_feminine	Australian English	6.648
16737s	common_voice_en_19793907.mp3	Capitol Records, Sumac's label, recorded the show.	senior	female_feminine	Australian English	5.424
16737s	common_voice_en_19793918.mp3	After a year's interval Murad Zadikashvili has returned from Kutaisi.	senior	female_feminine	Australian English	8.496
16737s	common_voice_en_19793919.mp3	The revolutionists lost and the vengeful Spanish soldiers burned down the settlement.	senior	female_feminine	Australian English	7.488
16737s	common_voice_en_19793920.mp3	It is situated on top of the Antara Gange hill near Kolar.	senior	female_feminine	Australian English	6.24
16737s	common_voice_en_19793921.mp3	When Annick learned about his friendship with the Englishwoman, she broke off their relationship.	senior	female_feminine	Australian English	6.96
16737s	common_voice_en_19793922.mp3	Beeches are monoecious, bearing both male and female flowers on the same plant.	senior	female_feminine	Australian English	7.704
16737s	common_voice_en_19794248.mp3	Phil quickly launches into an investigation into Sonny's murder, his first suspect being Jana.	senior	female_feminine	Australian English	8.976
16737s	common_voice_en_19794249.mp3	It is part of the Corvallis, Oregon Metropolitan Statistical Area.	senior	female_feminine	Australian English	6.528
16737s	common_voice_en_19794250.mp3	It is part of Antrim and Newtownabbey district.	senior	female_feminine	Australian English	5.04
16737s	common_voice_en_19794251.mp3	Samuel J. Tilden Monument are listed on the National Register of Historic Places.	senior	female_feminine	Australian English	7.032
16737s	common_voice_en_19794252.mp3	In Poltava cooks preferred the large holubtsi because they were juicier.	senior	female_feminine	Australian English	7.128
16737s	common_voice_en_19794253.mp3	Both were red heads.	senior	female_feminine	Australian English	3.48
16737s	common_voice_en_19794254.mp3	Unknown to Wyatt, three of the Cowboys he sought were in Behan's jail.	senior	female_feminine	Australian English	6.6
16737s	common_voice_en_19794255.mp3	See Gergesa for a discussion of the location of this miracle.	senior	female_feminine	Australian English	5.928
16737s	common_voice_en_19794256.mp3	The township is the most populous municipality in all of Forest County.	senior	female_feminine	Australian English	6.336
16737s	common_voice_en_19794257.mp3	The trunks are slender, rarely over diameter, with smooth, dark brown bark.	senior	female_feminine	Australian English	6.696
16737s	common_voice_en_19794258.mp3	The Ibono have similarities with the Oro and Obolos.	senior	female_feminine	Australian English	6.144
16737s	common_voice_en_19794259.mp3	This they saw as a central problem historically and sociologically.	senior	female_feminine	Australian English	6.336
16737s	common_voice_en_19794260.mp3	"Smith also was involved in another bar, ""Bubbles' Mansion"", located in Downtown Halifax."	senior	female_feminine	Australian English	8.304
16737s	common_voice_en_19794261.mp3	Lynch has become an actor in recent years.	senior	female_feminine	Australian English	4.296
16737s	common_voice_en_19794262.mp3	He was survived by his wife Ann, their four children, and six grandchildren.	senior	female_feminine	Australian English	6.48
16737s	common_voice_en_19794263.mp3	This would have facilitated manoeuvring before battle.	senior	female_feminine	Australian English	4.512
16737s	common_voice_en_19794264.mp3	Burgerville is known for its progressive business practices and commitment to local resources.	senior	female_feminine	Australian English	7.392
16737s	common_voice_en_19794265.mp3	In July of that year Prachandra reinstated Sharma into the politburo.	senior	female_feminine	Australian English	6.624
16737s	common_voice_en_19794266.mp3	Mainstream Rock Tracks chart for three weeks.	senior	female_feminine	Australian English	4.92
16737s	common_voice_en_19794267.mp3	It sponsors an annual convention, an annual business conference, regional meetings, and training programs.	senior	female_feminine	Australian English	8.472
16737s	common_voice_en_19794268.mp3	Despite the victories, there were no Novgorodian advances further west to Finland or Estonia.	senior	female_feminine	Australian English	8.04
16737s	common_voice_en_19794269.mp3	He has also had an extensive stage acting career, appearing mostly on Broadway.	senior	female_feminine	Australian English	6.216
16737s	common_voice_en_19794270.mp3	Mary Worth Sprague - B.	senior	female_feminine	Australian English	3.936
16737s	common_voice_en_19794271.mp3	"Ed Buller wrote to Burns, ""sort of in disbelief""."	senior	female_feminine	Australian English	5.184
16737s	common_voice_en_19794272.mp3	"Defoe developed a construction technique called the ""upside-down and roll-over"" method."	senior	female_feminine	Australian English	6.48
16737s	common_voice_en_19794273.mp3	Each level of difficulty for a particular element corresponds to a pre-determined base value.	senior	female_feminine	Australian English	7.248
16737s	common_voice_en_19794274.mp3	James Laughlin also initiated a number of thematic series and publications.	senior	female_feminine	Australian English	7.632
16737s	common_voice_en_19794275.mp3	The organization's headquarters were initially located in Baghdad.	senior	female_feminine	Australian English	5.688
16737s	common_voice_en_19794276.mp3	Pupils automatically become members of the Old Stopfordians Association on leaving the school.	senior	female_feminine	Australian English	7.848
16737s	common_voice_en_19794277.mp3	He was buried with much ceremony at Clermont-Ferrand.	senior	female_feminine	Australian English	5.4
16737s	common_voice_en_19794278.mp3	Porizkova and her father have been estranged since her youth.	senior	female_feminine	Australian English	6.096
16737s	common_voice_en_19794279.mp3	It is located within Municipio I.	senior	female_feminine	Australian English	5.136
16737s	common_voice_en_19794280.mp3	When known as Los Llanitos, it formed part of the municipality of Arteaga.	senior	female_feminine	Australian English	7.896
16737s	common_voice_en_19794281.mp3	She is the daughter of Sir Bernard Waley-Cohen, Baronet.	senior	female_feminine	Australian English	5.472
16737s	common_voice_en_19794282.mp3	Spider-Man and Betty subsequently provoked Hobgoblin into confessing in framing Ned on tape.	senior	female_feminine	Australian English	8.4
16737s	common_voice_en_19794283.mp3	He has a graduate degree from the University of Chicago.	senior	female_feminine	Australian English	5.04
16737s	common_voice_en_19794284.mp3	Different people have different foods, dresses and norms based on their caste and religion.	senior	female_feminine	Australian English	6.912
16737s	common_voice_en_19794285.mp3	The tunnels are now used for electrical wiring and communications.	senior	female_feminine	Australian English	5.448
16737s	common_voice_en_19794286.mp3	They feed at night in rice fields.	senior	female_feminine	Australian English	3.48
16737s	common_voice_en_19794287.mp3	I had the chance to holler and scream.	senior	female_feminine	Australian English	3.528
16737s	common_voice_en_19794288.mp3	Setencich's indictment was a result of Fresno's Operation Rezone corruption probe.	senior	female_feminine	Australian English	8.52
16737s	common_voice_en_19794289.mp3	He got as far as outside the hall, stopped - and drove home again.	senior	female_feminine	Australian English	5.952
16737s	common_voice_en_19794290.mp3	Ecco's name was suggested by Halpern's initial backer, ketchup heiress Drue Heinz.	senior	female_feminine	Australian English	7.416
16737s	common_voice_en_19794291.mp3	The central railroad station of the province is located in Giulianova.	senior	female_feminine	Australian English	5.616
16737s	common_voice_en_19794292.mp3	The lead usually lodges in the apex or septum of the right ventricle.	senior	female_feminine	Australian English	6.072
16737s	common_voice_en_19794293.mp3	"He has also won five ""Achievement in Radio"" Best Talk Show Host awards."	senior	female_feminine	Australian English	5.832
16737s	common_voice_en_19794294.mp3	Despite these border tensions, Sudan remains a major economic partner of Ethiopia.	senior	female_feminine	Australian English	6.6
16737s	common_voice_en_19794295.mp3	"This bird's song is a sneezed ""fitz-bew""."	senior	female_feminine	Australian English	5.04
16737s	common_voice_en_19794296.mp3	Landy's partner is fellow British artist Gillian Wearing.	senior	female_feminine	Australian English	5.568
16737s	common_voice_en_19794297.mp3	Plays the fiddle.	senior	female_feminine	Australian English	2.664
16737s	common_voice_en_19794303.mp3	He is primarily known from the coins minted during his reign.	senior	female_feminine	Australian English	5.184
16737s	common_voice_en_19794304.mp3	The minimum requirement is to specify a genus name.	senior	female_feminine	Australian English	4.536
16737s	common_voice_en_19794305.mp3	This is generally a quiet species.	senior	female_feminine	Australian English	3.72
16737s	common_voice_en_19794306.mp3	Ryan is a Vail, Colorado firefighter.	senior	female_feminine	Australian English	4.704
16737s	common_voice_en_19794307.mp3	It is named for an early landowner.	senior	female_feminine	Australian English	3.792
16737s	common_voice_en_19800664.mp3	He and his wife had several children.	senior	female_feminine	Australian English	3.768
16737s	common_voice_en_19800667.mp3	And the sister-in-law, far from evil, is merely concerned.	senior	female_feminine	Australian English	4.992
16737s	common_voice_en_19800668.mp3	He later attended the prestigious University of Tokyo, but again dropped out.	senior	female_feminine	Australian English	5.496
16737s	common_voice_en_19800674.mp3	Of the four, none survived captivity.	senior	female_feminine	Australian English	3.936
16737s	common_voice_en_19800675.mp3	The method is easily generalized to higher order equations.	senior	female_feminine	Australian English	4.224
16737s	common_voice_en_19800677.mp3	There are a few short walks and a picnic area.	senior	female_feminine	Australian English	3.768
16737s	common_voice_en_19800689.mp3	Grainger's son Charlie plays as a goalkeeper.	senior	female_feminine	Australian English	3.84
16737s	common_voice_en_19800690.mp3	The oriental and Indian languages departments are located in the Marina Campus.	senior	female_feminine	Australian English	5.856
16737s	common_voice_en_19800691.mp3	Salt is often added to catalyze the process.	senior	female_feminine	Australian English	3.96
16737s	common_voice_en_19800699.mp3	They built a reputation on solid club work.	senior	female_feminine	Australian English	3.72
16737s	common_voice_en_19800700.mp3	It was the first album on the newly re-launched Mercury Records label.	senior	female_feminine	Australian English	4.488
16737s	common_voice_en_19800703.mp3	"He had a very slick line, which was okay on ""Iron Man"", of course."	senior	female_feminine	Australian English	5.28
16843s	common_voice_en_19958884.mp3	Parking for the beach is near the railway station.	senior	female_feminine		5.256
16843s	common_voice_en_19958885.mp3	Another town of note, Pattada, is particularly known for its handmade knives.	senior	female_feminine		7.368
16843s	common_voice_en_19958886.mp3	She was thereafter committed to the North Texas State Hospital-Vernon Campus.	senior	female_feminine		7.752
16843s	common_voice_en_19958887.mp3	Muriel began working as the paper's staff photographer.	senior	female_feminine		5.376
16843s	common_voice_en_19958888.mp3	Soon afterwards he was promoted to Lieutenant General of the Naval Armies.	senior	female_feminine		7.896
16843s	common_voice_en_19958904.mp3	His only hope of destroying Rome was by enlisting the support of her allies.	senior	female_feminine		6.672
16843s	common_voice_en_19958913.mp3	There is little information concerning his biography.	senior	female_feminine		5.304
16843s	common_voice_en_19958916.mp3	Kirkland, Washington is an exception, being named after English settler Peter Kirk.	senior	female_feminine		8.16
16843s	common_voice_en_19958917.mp3	A bus connection leaves several times an hour during peak hours from Helsingborg.	senior	female_feminine		8.256
16843s	common_voice_en_19958919.mp3	He also argued for the privatization of the government owned energy concern.	senior	female_feminine		6.48
16843s	common_voice_en_19958930.mp3	Members of the church hierarchy have argued that media coverage has been excessive.	senior	female_feminine		7.464
16843s	common_voice_en_19958932.mp3	Today, Arabian bloodlines are found in almost every modern breed of riding horse.	senior	female_feminine		6.984
16843s	common_voice_en_19958934.mp3	The label's name is a homage to the Public Image Limited song.	senior	female_feminine		5.832
16843s	common_voice_en_19958935.mp3	Chris Holmes has been married three times.	senior	female_feminine		4.632
16843s	common_voice_en_19958951.mp3	The area was once called Capper Springs, named for area settler John Capper.	senior	female_feminine		7.968
16843s	common_voice_en_19958952.mp3	It is one of the best examples of Italian Rationalist architecture.	senior	female_feminine		7.536
16843s	common_voice_en_19958954.mp3	It became polluted due to illegal dumping and urban development.	senior	female_feminine		5.544
16843s	common_voice_en_19958957.mp3	When he was seven, his family moved to Drammen.	senior	female_feminine		5.064
16843s	common_voice_en_19958960.mp3	The Korea Defense Service Medal is a bronze medal in diameter.	senior	female_feminine		6.024
16843s	common_voice_en_19958994.mp3	"The towns ""Grape Harvest"" is their main industry."	senior	female_feminine		5.664
16843s	common_voice_en_19958995.mp3	In April, Mahmood was selected to represent the England Lions against the West Indies.	senior	female_feminine		7.8
16843s	common_voice_en_19959001.mp3	His many odes are interesting, and at best are fine compositions.	senior	female_feminine		6.672
16843s	common_voice_en_19959002.mp3	Most electric guitar bodies are made of wood and include a plastic pick guard.	senior	female_feminine		6.432
16843s	common_voice_en_19959013.mp3	Smith was a New Englander, who did not consult Dutch sources.	senior	female_feminine		6.336
16843s	common_voice_en_19959015.mp3	"The band's theme for the project is ""Unity Through Diversity""."	senior	female_feminine		6.24
16843s	common_voice_en_19959016.mp3	Beck was a founding member of the Alliance of Dance Notation Educators.	senior	female_feminine		6.072
16843s	common_voice_en_19959017.mp3	His early influences are Kiss and Alice Cooper.	senior	female_feminine		5.184
16843s	common_voice_en_19959018.mp3	With Chares' support, the oligarchs gained control but with much bloodshed.	senior	female_feminine		7.68
16843s	common_voice_en_19959032.mp3	It featured four teams, two from Stockholm and two from Gothenburg.	senior	female_feminine		6.624
16843s	common_voice_en_19959035.mp3	Quigley's career in regular tournament golf was unremarkable.	senior	female_feminine		5.688
16843s	common_voice_en_19959036.mp3	It does not exist today as an administrative unit.	senior	female_feminine		5.232
16843s	common_voice_en_19959037.mp3	He also promoted new music in other ways.	senior	female_feminine		4.368
16843s	common_voice_en_19959038.mp3	"It is the companion remix disc to ""The Fragile""."	senior	female_feminine		5.64
16843s	common_voice_en_19959049.mp3	He also received the Prince of Asturias Award for Social Sciences.	senior	female_feminine		6.528
16843s	common_voice_en_19959050.mp3	The main campus is located in Stone Ridge, New York.	senior	female_feminine		5.256
16843s	common_voice_en_19959052.mp3	The bowler was Dwayne Bravo, who bowled a good bouncer that dislodged the helmet.	senior	female_feminine		6.792
16843s	common_voice_en_19959055.mp3	After leaving the Lounge Lizards, Lindsay formed the Ambitious Lovers with keyboardist Peter Scherer.	senior	female_feminine		9.24
16843s	common_voice_en_19959056.mp3	There are also several more or less indirect connections.	senior	female_feminine		6.768
16843s	common_voice_en_19959069.mp3	He became ill during the period between winning the election and his inauguration.	senior	female_feminine		8.424
16843s	common_voice_en_19959070.mp3	Within a few steps, he was shot through the heart, killing him instantly.	senior	female_feminine		6.144
16843s	common_voice_en_19959079.mp3	Those who could not flee were either imprisoned or executed.	senior	female_feminine		5.64
16843s	common_voice_en_19959080.mp3	Claims that Worthington's design influenced George Gilbert Scott in his London monument are disputed.	senior	female_feminine		8.592
16843s	common_voice_en_19959086.mp3	Aukerman attended Mira Costa High School, with fellow members of the Descendents.	senior	female_feminine		7.512
16843s	common_voice_en_19959087.mp3	She tells him she is dating Jimbo Jones, which upsets Bart.	senior	female_feminine		6.072
16843s	common_voice_en_19959088.mp3	The gentlemen pay the remainder of the wine bill.	senior	female_feminine		4.464
16843s	common_voice_en_19959089.mp3	Overtime maintains the substitution effect at a high labour supply.	senior	female_feminine		6.168
16843s	common_voice_en_19959105.mp3	Sedlak, and Emre Tuncer.	senior	female_feminine		3.816
16843s	common_voice_en_19959106.mp3	Ticket gates are located in the east and the west on the second floor.	senior	female_feminine		5.376
16843s	common_voice_en_19959132.mp3	It consisted of two wings: a Military Wing and a Naval Wing.	senior	female_feminine		7.704
16843s	common_voice_en_19959133.mp3	He also played the role of Bolg in the Hobbit trilogy.	senior	female_feminine		5.664
16843s	common_voice_en_19959135.mp3	Published under Hornberger's pseudonym, Richard Hooker, the novel was highly successful.	senior	female_feminine		8.064
16843s	common_voice_en_19959136.mp3	There are probably more than seventy thousands households.	senior	female_feminine		5.28
16843s	common_voice_en_19959167.mp3	The Red Sox defeated the Cubs four games to two.	senior	female_feminine		5.088
16843s	common_voice_en_19959168.mp3	The cavern was decontaminated and the reactor dismantled over the next few years.	senior	female_feminine		6.672
16843s	common_voice_en_19959170.mp3	When spoken formally, Iranian Persian is pronounced as written.	senior	female_feminine		7.8
16843s	common_voice_en_19959171.mp3	The film received mostly positive reviews from critics.	senior	female_feminine		4.776
16843s	common_voice_en_19959187.mp3	The city is twinned with Norwich in the United Kingdom.	senior	female_feminine		6.072
16843s	common_voice_en_19959188.mp3	He was then probably taught by Andrea Ferrucci, his father's fellow Florentine architect.	senior	female_feminine		8.496
16843s	common_voice_en_19959189.mp3	Yet, The conclusion of sijo is seldom epigrammatic or witty.	senior	female_feminine		6.792
16843s	common_voice_en_19959190.mp3	Shortly afterwards he was appointed Chief of Staff of the Army and Commanding General.	senior	female_feminine		7.632
16843s	common_voice_en_19959227.mp3	The limited conductivity also contributes to limited branching of the stems.	senior	female_feminine		7.08
16843s	common_voice_en_19959228.mp3	"His conception of nation was of a ""social solidarity"" that necessitated ""cultural unity""."	senior	female_feminine		8.208
16843s	common_voice_en_19959229.mp3	South Western Railway operates a twice-hourly service to London Waterloo via Basingstoke.	senior	female_feminine		9.072
16843s	common_voice_en_19959230.mp3	The living was a rectory and of glebe land at Wildmoor Fen.	senior	female_feminine		6.312
16843s	common_voice_en_19959231.mp3	Hence it is no longer a real well, and has a solid concrete base.	senior	female_feminine		5.52
16843s	common_voice_en_19959257.mp3	Jubilees also contains a few scattered allusions to the Messianic kingdom.	senior	female_feminine		7.128
16843s	common_voice_en_19959258.mp3	Additionally, like women, the age divisions use different implement weights and lower hurdles.	senior	female_feminine		8.232
16843s	common_voice_en_19959259.mp3	On that date, she certified Bush the winner and litigation ensued.	senior	female_feminine		5.208
16843s	common_voice_en_19959260.mp3	Cephalization is intrinsically connected with a change in symmetry.	senior	female_feminine		6.96
16843s	common_voice_en_19959261.mp3	He ensured children grew properly and stayed healthy.	senior	female_feminine		4.92
16843s	common_voice_en_19959272.mp3	Tireman Avenue follows the former boundary between Greenfield and Springwells Township.	senior	female_feminine		8.616
16843s	common_voice_en_19959273.mp3	"It features the singles ""Got It Twisted"" and ""Real Gangstaz."	senior	female_feminine		6.432
16843s	common_voice_en_19959274.mp3	However, the church of Saint Peter and Saint Paul survived until the seventeenth century.	senior	female_feminine		6.6
16843s	common_voice_en_19959275.mp3	The local economy is sustained mostly by fishing and tourism.	senior	female_feminine		5.784
16843s	common_voice_en_19959276.mp3	It is particularly common in East Asia.	senior	female_feminine		4.392
16843s	common_voice_en_19959322.mp3	Such broader definitions of sexual violence are found within international law.	senior	female_feminine		7.32
16843s	common_voice_en_19959324.mp3	They bowl at me just as fast and hit the ball just as hard.	senior	female_feminine		5.256
16843s	common_voice_en_19959327.mp3	It is on the west bank of the Withlacoochee River.	senior	female_feminine		5.16
16843s	common_voice_en_19959329.mp3	At that time, Pechelbronn was the only oil field known in France.	senior	female_feminine		6.696
16843s	common_voice_en_19959331.mp3	A new motorway and an outer-port have been built.	senior	female_feminine		4.344
16843s	common_voice_en_19959392.mp3	The district capital is Guadalupe.	senior	female_feminine		5.736
16843s	common_voice_en_19959393.mp3	They marked the nascent stages of applied communication theory at that time.	senior	female_feminine		6.888
16843s	common_voice_en_19959394.mp3	Physicists use the term anisotropy to describe direction-dependent properties of materials.	senior	female_feminine		8.928
16843s	common_voice_en_19959395.mp3	The Civilizing Process is today regarded as the founding work of Figurational Sociology.	senior	female_feminine		8.592
16843s	common_voice_en_19959396.mp3	Rush is moderate pop rock song in a key of D minor.	senior	female_feminine		6.864
16843s	common_voice_en_19959412.mp3	A seashell at the bottom unites two symmetrical olive branches.	senior	female_feminine		6.192
16843s	common_voice_en_19959413.mp3	He added the servants to balance the composition.	senior	female_feminine		6.312
16843s	common_voice_en_19959414.mp3	It runs southwards.	senior	female_feminine		3.048
16843s	common_voice_en_19959416.mp3	Chante is an avid supporter of Canadian Fashion Designers and labels.	senior	female_feminine		6.336
16843s	common_voice_en_19959427.mp3	"The word Buginese derives from the word ""Bahasa Bugis"" in Malay."	senior	female_feminine		7.8
16843s	common_voice_en_19959428.mp3	The circle is then cut into four equal pieces and cooked.	senior	female_feminine		5.064
16843s	common_voice_en_19959429.mp3	Support bands were Foreigner and Styx.	senior	female_feminine		4.32
16843s	common_voice_en_19959430.mp3	The story revolves around the struggle between nature and civilization.	senior	female_feminine		5.664
16843s	common_voice_en_19959432.mp3	There is a bust of Bingham by sculptor Hamilton MacCarthy in Notre-Dame Cemetery.	senior	female_feminine		7.416
16843s	common_voice_en_19959447.mp3	They had included Full Metal Panic!	senior	female_feminine		5.976
16843s	common_voice_en_19959448.mp3	The house I have taken is at Dulwich.	senior	female_feminine		4.392
16843s	common_voice_en_19959449.mp3	Airlines wanted to eliminate self-reported times to preclude inaccuracies, whether accidental or deliberate.	senior	female_feminine		9.12
16843s	common_voice_en_19959450.mp3	The two Thomases are unrelated.	senior	female_feminine		3.48
16843s	common_voice_en_19959451.mp3	He umpired twelve Test matches, all between Australia and England.	senior	female_feminine		6.024
16843s	common_voice_en_19959472.mp3	Eventually, we realised we were on a different planet to Limahl.	senior	female_feminine		6.432
16843s	common_voice_en_19959473.mp3	Senators are listed by class, and Representatives are listed by district.	senior	female_feminine		6.456
16843s	common_voice_en_19959474.mp3	The volume and number of instruments gradually decreases as the storm subsides.	senior	female_feminine		6.696
16843s	common_voice_en_19959475.mp3	During winter, the main activities on Durmitor are skiing and, increasingly, snowboarding.	senior	female_feminine		9.048
16843s	common_voice_en_19959476.mp3	Satisfied, the Jade Emperor decided not to burn down the village.	senior	female_feminine		5.88
16843s	common_voice_en_19959502.mp3	With the resignation of Chatham, he found himself somewhat isolated in the Grafton Ministry.	senior	female_feminine		7.728
16843s	common_voice_en_19959503.mp3	This album was again R and B and Hip Hop influenced.	senior	female_feminine		5.784
16843s	common_voice_en_19959504.mp3	Married Bonan women wear black veils, while unmarried women wear green veils.	senior	female_feminine		6.984
16843s	common_voice_en_19959505.mp3	The creek forms the boundary with Armstrong County to the south.	senior	female_feminine		5.088
16843s	common_voice_en_19959506.mp3	As in related compounds, the hydroxyl group is hydrogen bonded to the ketone.	senior	female_feminine		6.336
16843s	common_voice_en_19959527.mp3	"Performing in light-hearted operettas, particularly ""Die Fledermaus"", was one of his pleasures."	senior	female_feminine		8.376
16843s	common_voice_en_19959528.mp3	The singer was not arrested, but a member of his entourage was.	senior	female_feminine		6.12
16843s	common_voice_en_19959529.mp3	Due to this, hubs can only run in half duplex mode.	senior	female_feminine		5.208
16843s	common_voice_en_19959530.mp3	Proof of Achievability.	senior	female_feminine		3.816
16843s	common_voice_en_19959531.mp3	The case has been covered in several international outlets including 'Die Welt'.	senior	female_feminine		7.104
16843s	common_voice_en_19959546.mp3	The whipping boys were often rewarded later in life by the princes they served.	senior	female_feminine		6.504
16843s	common_voice_en_19959548.mp3	These days many are working on commercial ships or in the oil industry.	senior	female_feminine		6.024
16843s	common_voice_en_19959550.mp3	Gibson's representatives have not commented on the settlement.	senior	female_feminine		5.28
16843s	common_voice_en_19959552.mp3	Later he abandoned the military life.	senior	female_feminine		3.72
16843s	common_voice_en_19959555.mp3	The show was broadcast over telephone to listeners.	senior	female_feminine		4.44
16843s	common_voice_en_19959572.mp3	The Songhai Empire was a western African state centered in eastern Mali.	senior	female_feminine		8.4
16843s	common_voice_en_19959573.mp3	Sailing craft B is on a beam reach.	senior	female_feminine		3.792
16843s	common_voice_en_19959574.mp3	"These competitions are generally called ""drill meets"", and are held all across the world."	senior	female_feminine		6.696
16843s	common_voice_en_19959575.mp3	The institution of copyright brings up several ethical issues.	senior	female_feminine		5.16
16843s	common_voice_en_19959576.mp3	Rincon is divided into three parts: the Cove, Rivermouth, and Indicator.	senior	female_feminine		6.936
16843s	common_voice_en_19959592.mp3	It is named for the Esquiline Hill, one of the Seven Hills of Rome.	senior	female_feminine		6.672
16843s	common_voice_en_19959593.mp3	He lived in Florida, at times performing in the Czech Republic.	senior	female_feminine		4.656
16843s	common_voice_en_19959594.mp3	He is the Chancellor of Periyar Maniammai University.	senior	female_feminine		6.84
16843s	common_voice_en_19959595.mp3	The station plays a Hot Adult Contemporary music format.	senior	female_feminine		7.032
16843s	common_voice_en_19959596.mp3	It is also licensed in Taiwan by Top-Insight International.	senior	female_feminine		5.568
16843s	common_voice_en_19959637.mp3	The ceramic plates add rigidity and electrical insulation to the system.	senior	female_feminine		7.128
16843s	common_voice_en_19959638.mp3	He also ran a subscription-based record label called the Hello Recording Club.	senior	female_feminine		7.08
16843s	common_voice_en_19959639.mp3	Such instruments may be used to estimate the market price of Knightian uncertainty.	senior	female_feminine		8.016
16843s	common_voice_en_19959640.mp3	One aircraft will be flown and operated by a non-profit organization.	senior	female_feminine		5.76
16843s	common_voice_en_19959672.mp3	They have three children: Marianne, Edward and William.	senior	female_feminine		6.024
16843s	common_voice_en_19959673.mp3	It was surrounded by mountains, the highest being Komeyama.	senior	female_feminine		6.144
16843s	common_voice_en_19959674.mp3	Contracted foreign teachers are often the principal selling point of an eikaiwa business.	senior	female_feminine		8.232
16843s	common_voice_en_19959679.mp3	Corea relies mostly on electric pianos and organs, not yet playing the Minimoog.	senior	female_feminine		9.384
16843s	common_voice_en_19959681.mp3	Janes is an uncommon given name.	senior	female_feminine		4.872
16887s	common_voice_en_441954.mp3	A drunk man's talk is a sober man's thought.	senior	female_feminine	Australian English	4.08
16887s	common_voice_en_441956.mp3	The pup jerked the leash as he saw a feline shape.	senior	female_feminine	Australian English	4.176
16887s	common_voice_en_441957.mp3	Every one is king in his own house.	senior	female_feminine	Australian English	3.384
16887s	common_voice_en_441958.mp3	Dumbfounded, she told him calmly that a pound of feathers weighs the same as a pound of steel.	senior	female_feminine	Australian English	8.376
16887s	common_voice_en_441959.mp3	Phosphorus is not a semiconductor.	senior	female_feminine	Australian English	3.744
16887s	common_voice_en_441960.mp3	If she said “Jump,” he would ask “How high?”	senior	female_feminine	Australian English	3.888
16887s	common_voice_en_441961.mp3	Over four hundred participants competed in the race.	senior	female_feminine	Australian English	4.224
16887s	common_voice_en_441962.mp3	Tend the sheep while the dog wanders.	senior	female_feminine	Australian English	3.312
16887s	common_voice_en_441963.mp3	She called his name many times.	senior	female_feminine	Australian English	3.552
16887s	common_voice_en_441964.mp3	For users it is important that they can trust their operating system.	senior	female_feminine	Australian English	5.472
16887s	common_voice_en_441965.mp3	It almost retained its shape.	senior	female_feminine	Australian English	3.504
16887s	common_voice_en_441966.mp3	Sell your gift to a buyer at a good gain.	senior	female_feminine	Australian English	3.792
16887s	common_voice_en_441967.mp3	Chickens are adorable.	senior	female_feminine	Australian English	2.64
16887s	common_voice_en_441968.mp3	On our way to San Francisco, we were listening to reggae music and smoking weed.	senior	female_feminine	Australian English	6.408
16887s	common_voice_en_441969.mp3	Arnold presented a chart showing how many storks he had counted in the past ten years.	senior	female_feminine	Australian English	7.128
16887s	common_voice_en_441970.mp3	So much the better.	senior	female_feminine	Australian English	2.904
16887s	common_voice_en_441971.mp3	The beauty of the view stunned the young boy.	senior	female_feminine	Australian English	3.624
16887s	common_voice_en_441972.mp3	Do I know it?	senior	female_feminine	Australian English	2.256
16887s	common_voice_en_441973.mp3	Men think and plan and sometimes act.	senior	female_feminine	Australian English	4.728
16887s	common_voice_en_441974.mp3	She released the tadpoles back to their pond.	senior	female_feminine	Australian English	3.768
16887s	common_voice_en_441975.mp3	Nor was this all.	senior	female_feminine	Australian English	2.376
16887s	common_voice_en_441976.mp3	They placed it in a wooden box, and left it there for good.	senior	female_feminine	Australian English	4.992
16887s	common_voice_en_441977.mp3	On Sunday mornings, he puts on his slippers and reads the newspaper on the cold patio.	senior	female_feminine	Australian English	6.456
16887s	common_voice_en_441978.mp3	Our troops are set to strike heavy blows.	senior	female_feminine	Australian English	4.296
16887s	common_voice_en_441979.mp3	Not to break is better than to mend.	senior	female_feminine	Australian English	4.176
16887s	common_voice_en_441980.mp3	The whole region was affected by the flood calamity.	senior	female_feminine	Australian English	3.912
16887s	common_voice_en_441981.mp3	to fleece him smartly	senior	female_feminine	Australian English	2.952
